image_id,image_filename,image_doi
46,2c0c4f9db92dc5b996c4e1b90aa2a0ec.png,10.6084/m9.figshare.12229664
106,de74adc961e7cfaecd97f7e7e5e9a571.png,10.6084/m9.figshare.12229886
174,4b474d44ad6dd5b66d25d339db5fe138.png,10.6084/m9.figshare.12230138
280,1e4460705ccdffafa78ceef35bf11ad2.png,10.6084/m9.figshare.12230501
96,c9b3f954a9d1e35591818b6c493facb9.png,10.6084/m9.figshare.12229844
231,dd245e5ad1da4d1d4b86786d2470d145.png,10.6084/m9.figshare.12230333
282,04010e1dae8de0da7f038efd3a0a204a.png,10.6084/m9.figshare.12230507
236,221e5472253d8a712be2eb84079a6a72.png,10.6084/m9.figshare.12230354
35,bf7767fb55e9b4e77ea458f825f06e65.png,10.6084/m9.figshare.12229628
156,66c20a252497fd16ec17a40b5dbc05f6.png,10.6084/m9.figshare.12230078
5,5b7cc4b7d0373fab44cc5686ba477e0c.png,10.6084/m9.figshare.12229529
164,0a2a5a681410054941cc56f51eb8fbda.png,10.6084/m9.figshare.12230102
358,e0c93ad46ad5dac7832427c1eb191c9e.png,10.6084/m9.figshare.12230747
369,519384b776f2f4e5d18fae3e8c66d0ff.png,10.6084/m9.figshare.12230786
23,77acea6065f24cef2351ef3bc2af43a1.png,10.6084/m9.figshare.12229592
200,8dc7e2c87515b5dd4261c2ef24e86b59.png,10.6084/m9.figshare.12230222
53,d6e125d4b1ff838100937af08b912f0b.png,10.6084/m9.figshare.12229685
357,8c202a2617293100cafc0ee30c52bd7e.png,10.6084/m9.figshare.12230744
267,f7b28bd33b541782b308e1a3ef84995a.png,10.6084/m9.figshare.12230462
252,da51093be0db6b3ccd477a6aeddc2261.png,10.6084/m9.figshare.12230411
314,debaf960d9af83738102e03ce40d4cc3.png,10.6084/m9.figshare.12230603
355,efb31641309ac289f6c7d7259fe95ecb.png,10.6084/m9.figshare.12230738
309,d72288404d45ed33074fcfb77d099f2f.png,10.6084/m9.figshare.12230588
391,0d07c6d5b42ace6162cff25fc06b21b9.png,10.6084/m9.figshare.12230873
394,f1662645f23a20ea9806ca8c6d655fba.png,10.6084/m9.figshare.12230888
366,6a2ed524278daea0ddd2f37a47ca2b69.png,10.6084/m9.figshare.12230777
116,ccfee7ab69cc4221156c47426b0e8ec8.png,10.6084/m9.figshare.12229919
292,35323790c9bcae22c96ab32a2fc165b9.png,10.6084/m9.figshare.12230537
271,0d2057f820c3b157fd030fe3308f60dc.png,10.6084/m9.figshare.12230474
